,phrase,label,sentiment,subjectivity,language,count
EU-Ebene,EU-Ebene,ORG,0.30833333333333335,0.08333333333333333,de,12
ADAC,ADAC,ORG,0.24583333333333332,0.25,de,12
Deutschen Bahn,Deutschen Bahn,ORG,-0.19999999999999998,0.08333333333333333,de,12
Senat,Senat,ORG,0.23750000000000002,0.0,de,12
VW,VW,ORG,0.043939393939393924,0.0606060606060606,de,11
Pipeline Nord Stream 1,Pipeline Nord Stream 1,ORG,-0.06363636363636363,0.18181818181818182,de,11
EU-Ratspräsident,EU-Ratspräsident,ORG,-0.18181818181818182,0.2727272727272727,de,11
Ölpipeline Druschba,Ölpipeline Druschba,ORG,-0.2818181818181818,0.0,de,11
ntv.de,ntv.de,ORG,0.0,0.0,de,11
Demokraten,Demokraten,ORG,0.13863636363636364,0.18939393939393936,de,11
EU-Länder,EU-Länder,ORG,0.12727272727272726,0.09090909090909091,de,11
Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe,Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe,ORG,-0.3181818181818182,0.18181818181818182,de,11
Schaeffler,Schaeffler,ORG,-0.02333333333333333,0.0,de,10
SPD-Chef Klingbeil,SPD-Chef Klingbeil,ORG,-0.1,0.0,de,10
Weltbank,Weltbank,ORG,0.31,0.0,de,10
I…,I…,ORG,0.06999999999999999,0.0,de,10
Kommunen,Kommunen,ORG,0.0033333333333333327,0.3333333333333333,de,10
"Foto: dpa)
Berlin","Foto: dpa)
Berlin",ORG,0.0,0.0,de,10
K+S,K+S,ORG,0.06999999999999999,0.2,de,10
Gasag,Gasag,ORG,0.06833333333333333,0.03333333333333333,de,10
ukrainische Armee,ukrainische Armee,ORG,0.13499999999999995,0.0,de,10
Bundespolizei,Bundespolizei,ORG,0.05499999999999999,0.0,de,10
Rot-Grün,Rot-Grün,ORG,0.13999999999999996,0.1,de,10
russische Armee,russische Armee,ORG,-0.06999999999999999,0.0,de,10
Telekom,Telekom,ORG,0.0,0.4444444444444444,de,9
Gasimporteur Uniper,Gasimporteur Uniper,ORG,0.0,0.0,de,9
"Foto: dpa)
Berlin","Foto: dpa)
Berlin",ORG,0.1111111111111111,0.0,de,9
Klimaschützer,Klimaschützer,ORG,0.25555555555555554,0.0,de,9
Vereinten Nationen,Vereinten Nationen,ORG,0.07777777777777778,0.0,de,9
Internationalen Energieagentur,Internationalen Energieagentur,ORG,-0.26666666666666666,0.0,de,9
Black Friday,Black Friday,ORG,0.26666666666666666,0.0,de,9
Deutsche Bank,Deutsche Bank,ORG,0.21851851851851847,0.037037037037037035,de,9
E-Control,E-Control,ORG,0.3888888888888889,0.0,de,9
FC Bayern,FC Bayern,ORG,-0.04444444444444443,0.0,de,9
Mercedes,Mercedes,ORG,0.5,0.0,de,9
WEB.DE News.,WEB.DE News.,ORG,0.18888888888888888,0.0,de,9
Vattenfall,Vattenfall,ORG,0.0,0.1111111111111111,de,9
we…,we…,ORG,0.1111111111111111,0.0,de,9
Opec+,Opec+,ORG,-0.0875,0.25,de,8
Euro-Raum,Euro-Raum,ORG,-0.018750000000000003,0.25,de,8
Bürgergeldes,Bürgergeldes,ORG,-0.125,0.75,de,8
Arbeiterkammer,Arbeiterkammer,ORG,0.0,0.0,de,8
Europäischen Gerichtshof,Europäischen Gerichtshof,ORG,-0.2125,0.0,de,8
Bund,Bund,ORG,0.09999999999999998,0.0,de,8
EU-,EU-,ORG,0.0,0.125,de,8
Deutsche Post,Deutsche Post,ORG,0.19999999999999998,0.0625,de,8
Gazprom.,Gazprom.,ORG,0.0,0.0,de,8
RTL Online.,RTL Online.,ORG,0.26249999999999996,0.0,de,8
IWF,IWF,ORG,0.037500000000000006,0.0,de,8
Polizei,Polizei,ORG,0.04999999999999999,0.0,de,8
Aldi Nord,Aldi Nord,ORG,0.26249999999999996,0.0,de,8
Gesundheitsminister,Gesundheitsminister,ORG,0.0,0.0,de,8
Repräsentantenhaus,Repräsentantenhaus,ORG,-0.08749999999999997,0.0,de,8
Nord Stream,Nord Stream,ORG,0.0,0.0,de,8
Ukraine.,Ukraine.,ORG,-0.125,0.0,de,8
Wirtschaftsminister,Wirtschaftsminister,ORG,-0.0875,0.0,de,8
Terminkontrakts TTF,Terminkontrakts TTF,ORG,0.0,0.375,de,8
Notenbank,Notenbank,ORG,0.0875,0.125,de,8
SPD-Chefin,SPD-Chefin,ORG,0.12142857142857143,0.2857142857142857,de,7
China,China,ORG,-0.09999999999999999,0.0,de,7
Grünen-Fraktion,Grünen-Fraktion,ORG,0.14285714285714285,0.0,de-DE,7
o2,o2,ORG,-0.14285714285714285,0.2857142857142857,de,7
RTL,RTL,ORG,0.08333333333333333,0.21428571428571427,en,7
Energiepreis-Krise,Energiepreis-Krise,ORG,0.21666666666666665,0.047619047619047616,de,7
Umweltschützern.,Umweltschützern.,ORG,0.37857142857142856,0.0,de,7
COP,COP,ORG,-0.14285714285714285,0.0,de,7
Ifo-Instituts,Ifo-Instituts,ORG,-0.39999999999999997,0.0,de,7
Gaspreisbremse.,Gaspreisbremse.,ORG,0.19999999999999998,0.5714285714285714,de,7
Amazon,Amazon,ORG,0.16785714285714287,0.10714285714285714,de,7
OMV,OMV,ORG,-0.09999999999999999,0.0,de,7
Apple,Apple,ORG,-0.2642857142857143,0.14285714285714285,de,7
Union,Union,ORG,0.14999999999999997,0.07142857142857142,de,7
TotalEnergies,TotalEnergies,ORG,0.0,0.14285714285714285,de,7
Erdgasspeicher,Erdgasspeicher,ORG,0.0,0.0,de,7
Union.,Union.,ORG,-0.34285714285714286,0.0,de,7
BUND,BUND,ORG,-0.09999999999999999,0.14285714285714285,de,7
Nord Stream Pipelines,Nord Stream Pipelines,ORG,-0.2333333333333333,0.0,de,6
Online-Shop,Online-Shop,ORG,0.0,0.3333333333333333,de,6
Bundestags,Bundestags,ORG,0.0,0.0,de,6
Deutsche Börse,Deutsche Börse,ORG,0.05000000000000001,0.0,de,6
Gas sparenGas,Gas sparenGas,ORG,1.0,0.0,de,6
IG BCE,IG BCE,ORG,0.0,0.0,de,6
SPD-Vorsitzende,SPD-Vorsitzende,ORG,0.0,0.0,de,6
"Foto: dpa)
Düsseldorf","Foto: dpa)
Düsseldorf",ORG,0.0,0.0,de,6
"Foto: dpa) 
","Foto: dpa) 
",ORG,0.16666666666666666,0.0,de,6
SPIEGEL-Informationen,SPIEGEL-Informationen,ORG,0.15555555555555553,0.16666666666666666,de,6
BKA,BKA,ORG,-0.4666666666666666,0.0,de,6
Energiepreisen,Energiepreisen,ORG,-0.18333333333333332,0.0,de,6
Bund-Länder-Gipfel,Bund-Länder-Gipfel,ORG,0.0,0.8333333333333334,de,6
Europäischen Zentralbank,Europäischen Zentralbank,ORG,0.5,0.0,de,6
Porsche,Porsche,ORG,0.24166666666666667,0.0,de,6
Deutschen Post,Deutschen Post,ORG,0.45,0.0,de,6
Covestro,Covestro,ORG,-0.025000000000000005,0.0,de,6
Klimastiftung Mecklenburg-Vorpommern,Klimastiftung Mecklenburg-Vorpommern,ORG,-0.005555555555555536,0.0,de,6
LNG-Terminals,LNG-Terminals,ORG,0.14166666666666666,0.16666666666666666,de,6
Bundes…,Bundes…,ORG,0.0,0.0,de,6
Organisatoren,Organisatoren,ORG,-0.21666666666666667,0.0,de,6
DDR,DDR,ORG,-0.2222222222222222,0.26666666666666666,de,6
Militär,Militär,ORG,0.40833333333333327,0.08333333333333333,de,6
Europäische Kommission,Europäische Kommission,ORG,-0.11666666666666665,0.16666666666666666,de,6
Greenpeace,Greenpeace,ORG,0.0,0.0,de,6
Shell,Shell,ORG,0.0,0.16666666666666666,de,6
Gazprom Schadenersatz,Gazprom Schadenersatz,ORG,0.0,0.0,de,5
AKW-Frage,AKW-Frage,ORG,0.0,0.2,de,5
Wintershall Dea,Wintershall Dea,ORG,0.27999999999999997,0.4,de,5
GIE,GIE,ORG,0.0,0.0,de,5
WHO,WHO,ORG,0.11333333333333333,0.0,de,5
UN-Sicherheitsrat,UN-Sicherheitsrat,ORG,0.13999999999999999,0.0,de,5
russischen Streitkräfte,russischen Streitkräfte,ORG,-0.33999999999999997,0.0,de,5
ZDF,ZDF,ORG,0.27999999999999997,0.0,de,5
ARD,ARD,ORG,0.30999999999999994,0.0,de,5
Bundeskanzleramt,Bundeskanzleramt,ORG,0.20999999999999996,0.1,de,5
Ukraine-Krieg,Ukraine-Krieg,ORG,0.0,0.0,de,5
IG Metall,IG Metall,ORG,0.0,0.0,de,5
Demos,Demos,ORG,0.0,0.0,de,5
Bundesamt für Bevölkerungsschutz,Bundesamt für Bevölkerungsschutz,ORG,0.06000000000000001,0.0,de,5
AKW-Weiterbetrieb,AKW-Weiterbetrieb,ORG,0.27999999999999997,0.0,de,5
ENBW,ENBW,ORG,0.2,0.0,de,5
Cosco,Cosco,ORG,-0.33999999999999997,0.0,de,5
… Berlin,… Berlin,ORG,0.27999999999999997,0.0,de,5
russische Verteidigungsministerium,russische Verteidigungsministerium,ORG,0.0,0.0,de,5
Vattenfall Wärme Berlin,Vattenfall Wärme Berlin,ORG,0.0,0.2,de,5
Nord-Stream-Pipelines,Nord-Stream-Pipelines,ORG,-0.2,0.0,de,5
deutschen Ostseeküste.,deutschen Ostseeküste.,ORG,0.13999999999999999,0.0,de,5
Landesamt für Statistik,Landesamt für Statistik,ORG,0.0,0.0,de,5
Deutsche Marine,Deutsche Marine,ORG,0.0,0.0,de,5
NDR,NDR,ORG,-0.13999999999999999,0.0,de,5
NDR.de,NDR.de,ORG,-0.17333333333333334,0.0,de,5
EVN,EVN,ORG,-0.1,0.0,de,5
Sozialdemokraten,Sozialdemokraten,ORG,-0.13999999999999999,0.0,de,5
Zentrum,Zentrum,ORG,0.0,0.0,de,5
de…,de…,ORG,0.2,0.0,de,5
Smarte Thermostate,Smarte Thermostate,ORG,0.71,0.0,de,5
Energie-Infrastruktur,Energie-Infrastruktur,ORG,-0.2,0.0,de,5
Foto: AP,Foto: AP,ORG,0.0,0.0,de,5
Media Markt,Media Markt,ORG,0.13999999999999999,0.0,de,5
Mercedes-Benz,Mercedes-Benz,ORG,-0.13333333333333333,0.0,de,5
LNG-Deal,LNG-Deal,ORG,0.33999999999999997,0.0,de,5
EU-Spitzen,EU-Spitzen,ORG,0.0,0.4,de,5
Nord Stream AG,Nord Stream AG,ORG,0.0,0.0,de,5
CDU-Chef,CDU-Chef,ORG,-0.27999999999999997,0.0,de,5
Kiew,Kiew,ORG,0.0,0.0,de,5
AKW-Laufzeitverlängerung,AKW-Laufzeitverlängerung,ORG,-0.13999999999999999,0.0,de,5
Edeka,Edeka,ORG,-0.13999999999999999,0.2,de,5
"Foto: dpa)
Frankfurt","Foto: dpa)
Frankfurt",ORG,-0.13999999999999999,0.2,de,5
Schalke,Schalke,ORG,0.13999999999999999,0.0,de,5
EU-Gipfel.,EU-Gipfel.,ORG,0.0,0.0,de,5
GASTKOMMENTAR,GASTKOMMENTAR,ORG,0.48,0.0,de,5
Weltgesundheitsorganisation,Weltgesundheitsorganisation,ORG,0.0,0.0,de,5
Wählern,Wählern,ORG,0.0,0.0,de,5
Tarifpaket,Tarifpaket,ORG,0.0,0.0,de,5
AKW-Entscheidung,AKW-Entscheidung,ORG,0.20666666666666664,0.0,de,5
Gasimporteur VNG.,Gasimporteur VNG.,ORG,0.13999999999999999,0.0,de,5
Midterms,Midterms,ORG,0.030000000000000006,0.0,de,5
Deutsche Bahn,Deutsche Bahn,ORG,-0.4625,0.0,de,4
Gasprom,Gasprom,ORG,-0.25,0.0,de,4
Berlin-Bashing,Berlin-Bashing,ORG,0.0,0.0,de,4
CSU ,CSU ,ORG,0.7,0.0,de,4
VfL Bochum,VfL Bochum,ORG,0.0,0.0,de,4
Stadtwerke,Stadtwerke,ORG,0.04999999999999999,0.125,de,4
Leipziger Gasimporteur,Leipziger Gasimporteur,ORG,0.0,0.0,de,4
RB Leipzig,RB Leipzig,ORG,0.0,0.0,de,4
Internationale Atomenergiebehörde,Internationale Atomenergiebehörde,ORG,0.0,0.0,de,4
Ostseepipelines Nord Stream 1,Ostseepipelines Nord Stream 1,ORG,-0.25,0.5,de,4
DIW,DIW,ORG,0.0,0.0,de,4
Marine,Marine,ORG,0.0,0.0,de,4
Deutschen Wirtschaft,Deutschen Wirtschaft,ORG,0.0,0.0,de,4
Selenskyj.,Selenskyj.,ORG,-0.037500000000000006,0.0,de,4
E…,E…,ORG,0.0,0.0,de,4
Ökopartei,Ökopartei,ORG,0.0,0.0,de,4
"Foto: dpa)
","Foto: dpa)
",ORG,-0.125,0.125,de,4
Europas,Europas,ORG,-0.25,0.0,de,4
General Motors,General Motors,ORG,0.775,0.0,de,4
Qatar Energy,Qatar Energy,ORG,0.0,0.0,de,4
Foto: imago,Foto: imago,ORG,0.25,0.0,de,4
TTF,TTF,ORG,-0.175,0.0,de,4
Dax,Dax,ORG,0.175,0.0,de,4
EU-Ölembargo,EU-Ölembargo,ORG,0.5249999999999999,0.0,de,4
EZB-Rat,EZB-Rat,ORG,0.0,0.0,de,4
Vereinten Nationen.,Vereinten Nationen.,ORG,-0.175,0.0,de,4
Erdgas-Händler,Erdgas-Händler,ORG,0.35,0.0,de,4
US-Konzern,US-Konzern,ORG,0.35,0.0,de,4
NATO-Staaten,NATO-Staaten,ORG,0.25,0.0,de,4
Bitcoin,Bitcoin,ORG,0.25,0.0,de,4
CHIP,CHIP,ORG,0.0,0.0,de,4
SZ,SZ,ORG,0.25,0.0,de,4
Europäischen Küsten,Europäischen Küsten,ORG,0.7,0.0,de,4
Totalenergies,Totalenergies,ORG,0.0,0.0,de,4
Rewe,Rewe,ORG,0.0,0.0,de,4
Mainova,Mainova,ORG,0.5249999999999999,0.0,de,4
Gaspreisdeckel,Gaspreisdeckel,ORG,-0.175,0.0,de,4
ArcelorMittal,ArcelorMittal,ORG,-0.35,0.0,de,4
A…,A…,ORG,0.175,0.0,de,4
Ukraine: ,Ukraine: ,ORG,0.0,0.0,de,4
IMK,IMK,ORG,-0.037500000000000006,0.0,de,4
CDU/CSU,CDU/CSU,ORG,-0.25,0.0,de,4
Bundestag.,Bundestag.,ORG,0.75,0.0,de,4
UNHCR,UNHCR,ORG,0.3875,0.0,de,4
China-Besuch,China-Besuch,ORG,-0.175,0.0,de,4
spanischen Küste,spanischen Küste,ORG,0.5249999999999999,0.0,de,4
Gaspreisbremse:,Gaspreisbremse:,ORG,0.25,0.0,de,4
"Foto: Reuters)
Frankfurt","Foto: Reuters)
Frankfurt",ORG,0.175,0.0,de,4
Siemens,Siemens,ORG,-0.10833333333333334,0.08333333333333333,de,4
DWD,DWD,ORG,0.15000000000000002,0.0,de,4
Saudi Aramco,Saudi Aramco,ORG,-0.175,0.25,de,4
italienische Regierung,italienische Regierung,ORG,0.0875,0.0,de,4
UN-Generalsekretär Guterres,UN-Generalsekretär Guterres,ORG,-0.425,0.0,de,4
Studie: Deutschland,Studie: Deutschland,ORG,0.25,0.0,de,4
Unterhaus,Unterhaus,ORG,0.35,0.0,de,4
Berliner Hertie School,Berliner Hertie School,ORG,0.175,0.0,de,4
OECD,OECD,ORG,0.0,0.0,de,4
Terminkontrakt TTF,Terminkontrakt TTF,ORG,0.35,0.0,de,4
Internationalen Atomenergiebehörde,Internationalen Atomenergiebehörde,ORG,0.0,0.0,de,4
Gazprom-Tochter.,Gazprom-Tochter.,ORG,0.0,0.0,de,4
ABG Holding,ABG Holding,ORG,0.0,0.0,de,4
TIGAS,TIGAS,ORG,0.35,0.0,de,4
Bayer Leverkusen,Bayer Leverkusen,ORG,-0.5,0.0,de,4
Online-Shop von Aldi,Online-Shop von Aldi,ORG,0.0,0.75,de,4
BILD,BILD,ORG,0.35,0.0,de,4
Bund der Steuerzahler,Bund der Steuerzahler,ORG,-0.6375,0.0,de,4
Energiepreiskrise,Energiepreiskrise,ORG,-0.07500000000000001,0.0,de,4
Kopfschmerz,Kopfschmerz,ORG,0.5,0.0,de,4
Leag,Leag,ORG,0.0,0.0,de,4
Deutschen Presse-Agentur,Deutschen Presse-Agentur,ORG,0.175,0.0,de,4
Gaslieferung,Gaslieferung,ORG,0.0,0.0,de,4
Evangelische Kirche,Evangelische Kirche,ORG,-0.35,0.0,de,4
Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,ORG,0.4625,0.0,de,4
ukrainischen Streitkräfte,ukrainischen Streitkräfte,ORG,-0.675,0.0,de,4
| Euronews.,| Euronews.,ORG,0.0,0.0,de,4
Westbalkanstaaten,Westbalkanstaaten,ORG,-0.1625,0.125,de,4
Finanzministeriums,Finanzministeriums,ORG,0.0,0.0,,4
ntv,ntv,ORG,0.0875,0.25,de,4
BKW,BKW,ORG,0.2333333333333333,0.0,de,3
Landtagswahl,Landtagswahl,ORG,0.0,0.0,de,3
Zusammenhalt in Deutschland,Zusammenhalt in Deutschland,ORG,0.2333333333333333,0.0,de,3
Aldi:,Aldi:,ORG,0.0,0.0,de,3
FPÖ,FPÖ,ORG,0.31111111111111106,0.0,de,3
k…,k…,ORG,0.0,0.3,de,3
Heizölpreis-Prognose: Wird Heizöl,Heizölpreis-Prognose: Wird Heizöl,ORG,0.0,0.0,de,3
SPD-Fraktion,SPD-Fraktion,ORG,0.0,0.0,de,3
Borussia Mönchengladbach,Borussia Mönchengladbach,ORG,0.0,0.0,de,3
Clariant,Clariant,ORG,0.2333333333333333,0.0,de,3
Caritas,Caritas,ORG,0.4666666666666666,0.0,de,3
AP,AP,ORG,-0.2333333333333333,0.0,de,3
Bund-Länder-Runde,Bund-Länder-Runde,ORG,0.6666666666666666,0.0,de,3
"Foto: dpa)
Köln","Foto: dpa)
Köln",ORG,-0.6666666666666666,0.0,de,3
BVB,BVB,ORG,0.0,0.0,de,3
FSB,FSB,ORG,-0.3333333333333333,0.0,de,3
Gesellschaft.,Gesellschaft.,ORG,0.0,0.0,de,3
UN-Generalsekretär,UN-Generalsekretär,ORG,0.18888888888888888,0.0,de,3
Opec,Opec,ORG,-0.2333333333333333,0.0,de,3
Planet Terror,Planet Terror,ORG,-0.06666666666666668,0.2222222222222222,de,3
Musk,Musk,ORG,0.18333333333333326,0.0,de,3
UN-Charta,UN-Charta,ORG,0.43333333333333335,0.0,de,3
DFB,DFB,ORG,0.0,0.0,de,3
Deutsche Versicherer,Deutsche Versicherer,ORG,-0.85,0.0,de,3
SPÖ,SPÖ,ORG,0.3333333333333333,0.0,de,3
Europäischen Volkspartei,Europäischen Volkspartei,ORG,0.0,0.0,de,3
ADAC.,ADAC.,ORG,-0.4666666666666666,0.0,de,3
Energiekrise?,Energiekrise?,ORG,0.0,0.0,de,3
Chemie-Gewerkschaft IG BCE,Chemie-Gewerkschaft IG BCE,ORG,0.4666666666666666,0.0,de,3
Versorgungssicherheit,Versorgungssicherheit,ORG,0.0,0.0,de,3
Umweltminister,Umweltminister,ORG,-0.2333333333333333,0.0,de,3
Climate Transparency,Climate Transparency,ORG,-0.3333333333333333,0.0,de,3
Potsdam-Institut für Klimafolgenforschung.,Potsdam-Institut für Klimafolgenforschung.,ORG,0.0,0.0,de,3
EU-Minister,EU-Minister,ORG,0.0,0.0,de,3
LNG-Terminal Wilhelmshaven,LNG-Terminal Wilhelmshaven,ORG,-0.3333333333333333,0.0,de,3
Senats,Senats,ORG,0.0,0.0,de,3
Nachri…,Nachri…,ORG,0.0,0.0,de,3
Europäischen Investitionsbank,Europäischen Investitionsbank,ORG,0.11666666666666665,0.0,de,3
Russland +++,Russland +++,ORG,0.0,0.0,de,3
Die Linke,Die Linke,ORG,0.0,0.0,de,3
Bachmut,Bachmut,ORG,-0.43333333333333335,0.0,de,3
DAX-Konzern,DAX-Konzern,ORG,-0.4666666666666666,0.0,de,3
Vereinte Nationen,Vereinte Nationen,ORG,0.0,0.0,de,3
UN-Flüchtlingshilfswerk,UN-Flüchtlingshilfswerk,ORG,0.375,0.0,de,3
Allianz,Allianz,ORG,0.0,0.0,de,3
Stadtstaaten,Stadtstaaten,ORG,0.0,0.0,de,3
… Deutschland,… Deutschland,ORG,0.16666666666666666,0.0,de,3
britischen Parlament,britischen Parlament,ORG,0.2333333333333333,0.0,de,3
CATL,CATL,ORG,0.0,0.0,de,3
FC Schalke 04,FC Schalke 04,ORG,0.6666666666666666,0.0,de,3
Berliner CDU,Berliner CDU,ORG,0.0,0.0,de,3
Parteitags,Parteitags,ORG,-0.3333333333333333,0.0,de,3
Kampagne,Kampagne,ORG,0.0,0.0,de,3
Atomkraftwerken,Atomkraftwerken,ORG,0.2333333333333333,0.0,de,3
FDP.,FDP.,ORG,0.0,0.0,de,3
EU-Parlaments,EU-Parlaments,ORG,0.0,0.0,de,3
Verteidigungsministerium,Verteidigungsministerium,ORG,0.0,0.0,de,3
Archaea Energy,Archaea Energy,ORG,0.0,0.0,de,3
Bund…,Bund…,ORG,0.0,0.0,de,3
US-Demokraten,US-Demokraten,ORG,0.3333333333333333,0.0,de,3
Streitkräfte,Streitkräfte,ORG,0.0,0.0,de,3
IKRK,IKRK,ORG,-0.43333333333333335,0.0,de,3
Internationale Komitee vom Roten Kreuz,Internationale Komitee vom Roten Kreuz,ORG,0.6999999999999998,0.0,de,3
Grünen-Bundestagsfraktion,Grünen-Bundestagsfraktion,ORG,0.85,0.0,de,3
Expressen,Expressen,ORG,-0.2333333333333333,0.0,de,3
Niedersachsens Grüne,Niedersachsens Grüne,ORG,-0.18333333333333332,0.0,de,3
