keyword,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
'AKW',0.06745495464909991,0.8234310939066044,-0.2280108549754982,0.7115269961808264,94.0
'AfD Blackouts',-0.45452346888979467,0.4465877174688493,-0.3569160813352267,0.8603818226639939,9.0
'Akw',-0.6872307167392968,0.9043634967346238,-0.16078849825505132,0.8450494559052525,8.0
'Atomausstieg',0.041959715573802785,1.0671371610139073,-0.34506909815147624,0.569001220274567,61.0
'BASF Gas',0.12695367954282413,1.1911286757676636,0.050039995809450385,0.9695808009652357,39.0
'Baltic Pipe',-0.29072970586904756,0.8872421387476659,-0.24536300113182166,0.7865945305619788,5.0
'Blackout',-0.11936574604129647,1.0479734175295352,0.021713106695757677,1.0800633090456515,117.0
'Brownout',-0.10898091894498835,1.1440306395491955,-0.8062301057007177,0.20448128198809543,2.0
'Bundesnetzagentur',0.060426573084368704,0.8684149395672971,0.09446403511883764,1.0257236979042916,43.0
'COP26 Ukraine',-0.4383180992590693,0.8451938910831313,-0.23382553256317365,0.656758297879775,18.0
'COP27 Russland',-0.04552146425227459,1.0104285053655484,0.23749829608827067,1.173228682210921,45.0
'Demonstration Energie',0.15584858145750594,1.203424165870926,0.09752666033273506,0.9371912852477372,35.0
'Doppelwumms',0.05635095868245098,0.9934853371594091,-0.08741246980334741,0.80845861339514,80.0
'EU Gaspreise',0.06245335877442433,1.0283712172568773,-0.12031197693176317,0.8766300410332917,63.0
'Elektroheizung',0.32375530259144014,0.3636123939812575,-0.4864927502333078,0.10438388275686003,6.0
'Energie Waffe',-0.38300469112860985,1.1570275631319975,0.048615685540509185,1.131924898725442,25.0
'Energie sparen',0.034295530314962,0.9024128150089966,-0.13135379556948,0.7134647697963115,57.0
'Energieagentur',-0.3297740672910366,1.1119931647695802,0.011902289915401562,1.1177150279415564,23.0
'Energieknappheit',-0.1477870589605631,1.0962567423772958,0.18448451780839573,1.1943002373569465,71.0
'Energiekosten',0.13516302143036635,1.1921507813252592,0.34848381772094267,1.3421475998106733,80.0
'Energiekrise',-0.037249746706494676,0.9968396615882976,0.0673626102352289,1.0816563812510998,388.0
'Energiemarkt',0.27062767120442127,1.1545431062971057,0.115776898721982,1.2811999004984977,46.0
'Energieminister',-0.1958479847168219,1.0315906699915247,-0.3309525257703413,0.5151030557836473,35.0
'Energiemärkte',0.03098087242572653,1.0564905229391037,0.13757912940828956,0.9788700153842329,28.0
'Energiepolitik Demonstrationen',-0.28629446698187366,0.8877245660234366,-0.2584650006468051,0.9345160179026977,26.0
'Energiepolitik',-0.1042212531487967,0.8343978058678035,-0.0560462616982187,1.018068258659517,99.0
'Energiepreisdeckel',-0.1437692147417077,1.0823222313457712,0.18794542990548663,1.0942070374092516,46.0
'Energiepreise',0.0033515206507144595,0.9255880930132762,0.12894229619677272,1.1652810141162628,252.0
'Energiesicherheit',0.0791791669261477,0.8558872492472974,0.05544926519460318,0.9854239956828132,139.0
'Energiesorge',2.3322845059279396,2.3593869669422696,-0.5518074411297658,0.026225719842689517,2.0
'Energiesparen',-0.04307350508609844,1.0517168360620628,0.004104251056676338,0.985818617584306,156.0
'Energieversorgung',-0.09978894440916804,1.056532370943862,-0.182606444749517,0.8754124447808419,131.0
'Energiewende Gas',-0.32433586428202626,1.0092555967448804,-0.2854581042713153,0.6231210804154054,30.0
'Energiewende Russland',-0.0061478565278451185,0.9202920442628957,0.19873027070287722,1.0736887284329126,32.0
'Energiewirtschaft',0.08623934501334012,0.9028083957813493,-0.034940842734145154,1.0354359151502368,99.0
'Erdgas Russland',-0.3508753191638991,0.6549982822935606,-0.08748386057241392,1.0812345063543751,11.0
'Erdgas Wasserstoff',0.021749360778878443,1.175864746195689,-0.14327232482124647,0.8767592742129618,23.0
'Erdgas fördern',0.22591041701500844,0.8909944844329949,-0.017101645434975044,0.9987710628500442,26.0
'Erneuerbare Energie',0.296529436549461,1.0071661800626743,-0.013875444739543722,0.8781457551446914,36.0
'Flüssiggas',0.04251037932317415,1.0592824842535662,0.11628286945522062,1.0903883085597441,125.0
'Fracking',-0.015794074988596144,0.9229274092661904,-0.0994698479568205,0.7988370008717524,68.0
'Frieren Pullover',-0.7920989095332999,1.3479885080820198,-0.2887159204902331,0.41408503813155084,5.0
'Füllstand Gasspeicher',-0.01415243350778877,0.6108911799787601,0.11254882804790149,1.0308613348952802,24.0
'G20 Gas',0.00472216489074924,1.0,-0.47988328233151367,1.0,1.0
'Gas Atomausstieg',0.1930056890416596,0.9527321148800814,-0.2432050139761832,0.6784551192350308,24.0
'Gas Atomkraft',-0.009908796344912735,0.823506165541976,-0.03518785076875724,0.9624210461877355,70.0
'Gas Erneuerbare',-0.3481113868459101,0.9854940203311799,0.07237868019499302,1.3064268488017967,45.0
'Gas Import',-0.06326942913323683,1.2114250399249682,-0.4491572121861803,0.2933379888451,13.0
'Gas Industrie',0.13245523283800278,0.9672169734646087,0.008771904721925199,0.9907156312555684,61.0
'Gas Klimawandel',-0.14732309588556014,1.3674165799761624,0.06325020133222524,0.989601129958482,27.0
'Gas Putin',-0.07001585762379521,1.0053026346230582,-0.10462085564719599,0.7542573053813287,62.0
'Gas Ukraine',0.09902995818135918,0.9993021456451878,-0.18758394912817447,0.745239414285912,37.0
'Gas Waffe',0.04517136622380108,0.8617511160099971,-0.13759179979330202,0.8277189936755779,77.0
'Gas Wirtschaft',0.043882365381535816,0.9420080181126189,0.04034339987359106,1.0354828590933005,82.0
'Gas sparen',0.13235733191190882,1.0134232079426337,0.2933610851458228,1.2631435561830746,90.0
'Gas-Auktionsmodell',-0.3983014949822399,0.06305240229591859,0.14303321873313052,0.3262155998981384,2.0
'Gas-Pipelines',-0.2965975740422425,0.948316935367822,0.004155023411783628,1.1731449915479744,44.0
'Gasaustritt',-0.08764425162089828,0.9153318164084062,-0.2233899967901969,0.7112818310074315,17.0
'Gasboom',0.687207528126645,1.0,-0.6770730729288034,1.0,1.0
'Gasembargo',1.542635646935546,0.8842310972256392,-0.4601680404228625,0.07905552788851901,3.0
'Gasfüllstand',0.30374736060221263,1.0,-0.5303963617103502,1.0,1.0
'Gasheizung',-0.24756941556479414,1.0422436295024486,0.1496704925616676,0.9357560860149148,30.0
'Gasimporteur',0.33281997350348147,0.8471075064123854,0.34828959378421126,1.1386097490142317,23.0
'Gasknappheit Stromausfall',0.0605045780086539,0.343997242093181,-0.6312636147756993,0.14264783728433578,2.0
'Gasknappheit',-0.05604823507587753,0.9267632562684214,0.2720118365599437,1.2468536710746092,34.0
'Gaskonsum',0.4174082887974932,1.0,-0.5303963617103502,1.0,1.0
'Gaskonzern',-0.2947279989378541,0.9307087687321259,-0.06104379688172575,0.9982715769011901,65.0
'Gaskrise',0.012555815802412981,0.9190872207329204,0.14345088823746546,1.2285854118533486,68.0
'Gaslieferstopp',0.010530490222065758,1.4232024330817414,-0.49952968385531404,0.09178167891709398,7.0
'Gaslieferungen',-0.11768007580056954,0.8500490815920826,-0.06088158459655596,0.8770131825036106,56.0
'Gasmangel',-0.02405324733041862,1.0204584369531564,-0.31155988082364616,0.6656788740957293,43.0
'Gasmangellage',0.3943497951885934,0.9831927505970459,0.21494244125302586,1.4117607090705673,16.0
'Gasmangelsicherung',0.2304456558156458,0.8086298573012073,2.70075452804173,0.27886918094716273,3.0
'Gasmarkt',0.12439204853289376,0.8944577761887229,0.11353620445080011,1.0805480715184674,79.0
'Gasnetz',0.11504223628020847,0.893274330275696,-0.17676718165718897,0.8191964600883302,29.0
'Gaspreis',-0.06724422627003203,1.095293289642681,-0.04157181079154421,0.8746831081397095,93.0
'Gaspreisbremse',0.1841605540792389,1.0474667842788252,0.11884404882497657,0.9873518497748514,134.0
'Gaspreisdeckel',-0.16799135673402688,0.8344352113221927,0.032408970289763896,1.0852116624844779,83.0
'Gasspeicher',0.31697418433434027,1.1232788347247724,0.13228894431604718,1.1805058293169426,32.0
'Gasspeicherverband',-0.008633209563506475,0.34845468530962215,-0.312830951930237,0.6358854483482487,6.0
'Gasstopp',-0.5039331511375167,1.6996760110276612,-0.50710728631173,0.14719518785204452,3.0
'Gasstreit',0.032951287308014256,1.0,-0.2830665606539453,1.0,1.0
'Gasverbrauch Industrie',0.0760827612929889,1.077054576374438,-0.10543280420590495,0.9635329263802909,35.0
'Gasversorgung',-0.19908314166086,1.1485840274217123,-0.11505834022846471,0.8528375849213099,107.0
'Gazprom',-0.17796632486376976,0.8283809126532174,-0.37190893140752784,0.3633411523932929,29.0
'Heizkosten',-0.1431252802607351,0.9907635267128497,0.3082751943607967,1.255736841193326,114.0
'Heizperiode',0.11446298132462715,1.133794227814261,0.08908141835257509,0.8997058921895787,26.0
'Heizöl',0.05832378683545766,0.9308034568032111,0.26345474289794496,1.2908514973108567,55.0
'Holz Feinstaub',0.2510064202424578,0.9334099705054513,-0.05349217704364976,0.7796207671301131,8.0
'Holzdiebstahl',-0.2179796403155182,0.5997185007845501,0.2210160410122984,1.291098244606652,12.0
